1,8.047,1.59294,0
2,14.259,13.3214,20
3,14.189,24.2547,20
4,18.383,38.3439,20
5,18.378,53.8986,20
6,40.329,67.7068,20
7,40.347,80.2781,20
8,40.334,90.0083,20
9,40.697,106.165,20
10,41.951,126.966,20
11,42.091,137.403,20
12,42.352,149.842,20
13,42.405,162.227,20
14,42.607,177.975,20
15,42.614,190.586,20
16,42.993,220.609,20
17,43.053,250.422,20
18,43.738,277.212,20
19,44.761,283.663,20
20,44.758,299.985,20
21,44.801,310.842,20
22,44.789,315.927,20
23,44.8,330.755,20
24,53.424,348.434,20
25,53.934,367.32,20
26,53.935,381.59,20
27,53.976,387.601,20
28,54.264,391.158,20
29,54.276,397.585,20
30,55.215,408.384,20
31,55.233,419.681,20
32,55.236,424.114,20
33,55.247,432.859,20
34,55.253,448.639,20
35,57.605,458.976,20
36,57.763,502.293,20
37,75.157,534.415,20
38,75.347,546.248,20
39,76.439,561.265,20
40,76.939,595.763,20
41,77.447,616.233,20
42,77.419,634.084,20
43,78.725,652.514,20
44,79.138,664.142,20
45,79.106,678.799,20
46,79.029,693.025,20
47,79.195,707.886,20
48,79.12,721.208,20
49,79.376,726.354,20
50,79.252,735.781,20
51,79.433,758.986,20
52,82.606,772.63,20
53,82.617,787.181,20
54,82.748,807.814,20
55,82.777,830.879,20
56,82.982,845.195,20
57,83.078,858.79,20
58,83.09,877.464,20
59,83.13,881.14,20
60,83.399,900.889,20
