1,7.001,1.58934,0
2,11.927,33.8284,20
3,13.482,44.6826,20
4,15.114,61.4667,20
5,34.167,79.7032,20
6,34.473,105.101,20
7,34.269,120.373,20
8,34.495,131.83,20
9,34.66,146.635,20
10,35.373,161.1,20
11,35.638,172.986,20
12,35.846,190.162,20
13,36.873,205.743,20
14,36.991,231.413,20
15,38.155,248.177,20
16,38.985,258.524,20
17,39.318,268.514,20
18,43.824,278.655,20
19,43.921,290.702,20
20,45.209,302.981,20
21,50.604,315.837,20
22,61.194,331.71,20
23,78.019,353.908,20
24,78.29,378.506,20
25,79.29,400.407,20
26,79.015,413.409,20
27,79.487,437.004,20
28,79.729,467.719,20
29,79.741,477.776,20
30,79.814,486.079,20
31,79.888,506.288,20
32,79.829,529.059,20
33,79.881,533.957,20
34,86.837,567.163,20
35,86.861,576.579,20
36,87.041,589.913,20
37,87.057,604.664,20
38,87.181,644.161,20
39,87.659,662.279,20
40,89.687,677.652,20
41,89.694,689.623,20
42,89.705,703.985,20
43,89.703,713.156,20
44,89.761,730.42,20
45,90.918,740.202,20
46,90.927,753.82,20
47,90.921,766.813,20
48,90.937,781.66,20
49,90.945,795.241,20
50,90.94,818.193,20
51,90.938,840.595,20
52,90.944,868.084,20
53,91.377,880.762,20
54,91.381,895.905,20
55,91.398,912.429,20
56,91.407,925.271,20
57,91.425,929.254,20
58,91.436,940.646,20
59,91.437,958.227,20
60,91.431,972.998,20
