1,6.712,1.53531,0
2,7.401,14.9722,20
3,31.612,31.4972,20
4,31.655,41.8615,20
5,32.698,62.6221,20
6,36.721,86.5142,20
7,37.012,99.3891,20
8,37.836,115.336,20
9,39.875,132.224,20
10,41.865,150.698,20
11,42.753,164.008,20
12,49.762,175.518,20
13,50.156,182.456,20
14,50.183,191.724,20
15,50.41,206.241,20
16,50.6,214.068,20
17,50.596,229.567,20
18,50.691,236.095,20
19,50.69,241.743,20
20,50.817,254.457,20
21,50.859,266.809,20
22,50.879,276.912,20
23,50.905,289.365,20
24,50.972,309.891,20
25,58.486,322.919,20
26,58.554,331.579,20
27,62.757,358.04,20
28,66.706,378.162,20
29,70.309,407.001,20
30,70.267,646.991,20
31,70.226,717.548,20
32,77.471,780.679,20
33,77.44,820.412,20
34,81.384,962.372,20
35,81.481,1029.45,20
36,81.56,1035.03,20
37,81.563,1047.84,20
38,86.764,1084.49,20
39,86.826,1108.56,20
40,86.813,1142.79,20
41,88.507,1160.76,20
42,88.708,1205.38,20
43,88.779,1227.51,20
44,88.717,1280.55,20
45,89.056,1297.02,20
46,89.08,1335.06,20
47,89.118,1363.65,20
48,89.432,1392.97,20
49,89.435,1537.57,20
50,89.442,1551.98,20
51,89.137,1564.66,20
52,89.138,1584.99,20
53,89.1,1598.63,20
54,89.147,1610.63,20
55,89.05,1722.97,20
56,89.036,1846.53,20
57,89.018,1860.8,20
58,89.027,1871.81,20
59,89.027,1883.6,20
60,89.048,1898.78,20
