1,6.733,1.53981,0
2,6.765,12.1541,20
3,25.502,22.9351,20
4,35.446,55.7958,20
5,35.996,78.4089,20
6,37.306,92.4058,20
7,37.186,102.326,20
8,37.885,115.726,20
9,37.869,123.005,20
10,44.447,145.882,20
11,45.496,162.379,16
12,49.854,182.789,13
13,50.283,191.339,20
14,51.825,199.703,20
15,51.9,212.275,20
16,52.332,242.296,20
17,52.855,253.138,20
18,54.274,260.861,20
19,54.289,267.395,20
20,54.328,272.78,20
21,54.382,283.393,20
22,54.464,292.925,20
23,56.661,303.151,20
24,57.014,309.564,20
25,56.93,317.476,20
26,65.735,338.886,20
27,65.771,360.571,20
28,66.064,372.481,20
29,67.027,388.277,20
30,67.286,405.148,20
31,68.364,421.547,20
32,78.72,438.506,20
33,78.925,467.911,20
34,79.055,482.258,20
35,79.007,495.455,20
36,79.673,515.531,20
37,81.951,530.857,20
38,83.719,541.781,20
39,85.443,552.765,20
40,86.01,571.543,20
41,85.959,584.668,20
42,87.329,605.524,20
43,87.363,620.853,20
44,87.448,635.93,20
45,87.7,648.709,20
46,87.723,680.861,20
47,87.769,684.61,20
48,87.737,708.109,20
49,87.85,734.273,20
50,87.809,767.305,20
51,87.792,794.726,20
52,88.078,811.973,20
53,88.036,850.739,20
54,90.015,881.118,20
55,90.373,903.734,20
56,90.405,937.292,20
57,90.393,963.467,20
58,90.397,978.494,20
59,90.421,1006.58,20
60,90.42,1016.24,20
