0,15.742
1,12.2128
2,9.03886
3,6.59315
4,4.68556
5,3.5023
6,0.0247899
7,0.0250615
8,2.47896
9,2.05148
10,1.58102
11,1.2305
12,1.00003
13,0.43475
14,0.371529
15,0.340142
16,0.472789
17,0.47493
18,0.319599
19,0.316553
20,0.308001
21,0.297091
22,0.284226
23,0.274229
24,0.0197827
25,0.0227332
26,0.0231873
27,1.7126
28,4.21019
29,6.5642
30,6.89637
31,37.4479
32,17.7039
33,7.39468
34,2.61443
35,0.688804
36,0.724947
37,0.0301686
38,0.0284692
39,0.0290109
40,45.8952
41,39.9807
42,5.13373
43,4.60361
44,3.89976
45,0.0192282
46,1.11416
47,0.939622
48,0.672789
49,0.504233
50,0.286852
51,1.13296
52,0.489882
53,0.497923
54,0.521078
55,0.897988
56,0.518817
57,0.319335
58,0.334136
59,0.346132
60,0.362175
61,0.387892
62,0.421932
63,0.459042
64,0.563384
65,0.560282
66,0.483666
67,0.445765
68,0.406929
69,0.384627
70,0.381951
71,0.366663
72,0.343056
73,0.314994
74,0.283747
75,0.249523
76,0.221956
77,0.212894
78,0.254275
79,0.287619
80,0.310859
81,0.231887
82,0.014133
83,0.0281019
84,0.0277548
85,0.0299728
86,0.00891399
87,147.951
88,7.20956
89,16.7327
90,35.2088
91,57.4537
92,358.611
93,105.047
94,19.5931
95,4.17338
96,7.97715
97,162.504
98,2.33768
99,2.40077
100,2.81643
101,0.022645
102,0.0215736
103,0.0173457
104,0.0118572
105,0.0160355
106,1.01531
107,1.00252
108,0.752825
109,190.252
110,33.0041
111,2.62447
112,0.0651459
113,0.100148
114,0.179392
115,1.54212
116,0.722319
117,0.748789
118,1.03492
119,1.01375
120,0.777192
121,0.418152
122,0.406153
123,0.48101
124,0.709911
125,0.517946
126,0.256251
127,0.267085
128,0.445517
129,0.521616
130,0.359998
131,0.44521
132,0.45173
133,0.291763
134,0.340684
135,0.287886
136,0.27344
