0,0.00465635
1,0.00469133
2,2.886
3,2.14255
4,2.15807
5,2.28926
6,2.52313
7,2.85081
8,5.11577
9,5.52457
10,5.62068
11,5.75385
12,5.73985
13,5.87235
14,5.7508
15,5.38348
16,4.7956
17,0.00324398
18,0.00383402
19,0.00411944
20,0
21,0.463006
22,0.00552123
23,0.0050312
24,0.00484652
25,0
26,0.00229453
27,0.000501743
28,0.00238288
29,0.00111072
30,0.000816437
31,1.46379
32,1.19876
33,3.48205
34,4.21279
35,4.39994
36,4.29659
37,3.85263
38,7.39224
39,6.05008
40,5.66904
41,1.23049
42,1.74145
43,2.73743
44,3.38947
45,4.13506
46,6.98345
47,7.92357
48,8.65812
49,8.73204
50,7.63143
51,6.37966
52,5.29684
53,4.29963
54,2.24137
55,0.993783
56,0.966426
57,0.962127
58,3.38831
59,3.15985
60,2.68507
61,2.11493
62,1.49928
63,0.916504
64,0.00214747
65,0.0046425
66,0.00494463
67,0.00562263
68,0.000352227
69,0
70,3.7696e-05
71,0.798967
72,2.13113
73,1.11456
74,27.0765
75,0.00398985
76,0.00359773
77,0.00277465
78,0.00166775
79,0.00221502
80,0.234005
81,0.236029
82,0.195542
83,0.176818
84,0
85,0.282714
86,0.451491
87,0.385362
88,1.68587
89,2.51487
90,2.23324
91,1.59929
92,0.851895
93,580.451
94,6.80239
95,3.36137
96,4.4984
97,10.4177
98,7.36498
99,5.46591
100,4.42232
101,6.60187
102,8.52126
103,1.44729
104,4.4976
105,3.19006
106,3.95783
107,1.59403
108,2.0937
109,2.4484
110,5.1957
111,1.07899
112,1.22372
113,1.47019
114,1.9139
115,1.04797
116,0.720231
