0,0.488281
1,0.422852
2,0.481445
3,5.88477
4,3.03516
5,1.22852
6,1.20801
7,1.11621
8,-3.35938
9,-0.961914
10,5.06641
11,25.4844
12,4.03711
13,4.74414
14,5.74609
15,5.44922
16,4.9707
17,4.875
18,1.08301
19,1.2168
20,1.32617
21,1.5918
22,1.81641
23,2.13086
24,2.38086
25,2.20801
26,-2.54883
27,-0.248047
28,0.757812
29,0.852539
30,0.930664
31,0.942383
32,0.948242
33,1.7207
34,1.8418
35,2.07617
36,2.30078
37,1.11523
38,2.14648
39,2.10547
40,1.60352
41,1.41699
42,1.05371
43,0.995117
44,0.889648
45,0.770508
46,0.771484
47,1.02344
48,-2.15625
49,0.320312
50,13.0859
51,321.029
52,17.041
53,-104.223
54,-109.484
55,-53.3906
56,-0.919922
57,7.44141
58,3.10938
59,3.02539
60,3.66406
61,5.19531
62,7.71484
63,8.61523
64,3.74219
65,1.28125
66,3.31445
67,0.602539
68,0.450195
69,0.466797
70,2.32617
71,3.05273
72,1.45117
73,1.45898
74,0.833984
75,0.509766
76,50.2676
77,16.9199
78,-1.06543
79,-0.136719
80,-4.30469
81,1.58008
82,1.50195
83,0.763672
84,0.935547
85,1.29199
86,1.27832
87,1.46484
88,1.43164
89,1.48535
90,1.43945
91,1.56738
92,2.00977
93,1.41211
94,1.59473
95,1.13965
96,0.5625
97,0.62793
98,1.10449
99,0.987305
100,0.757812
101,-1.14258
102,0.273438
103,24.0889
104,69.542
105,382.123
106,49.0156
107,234.234
108,799.504
109,942.312
110,656.604
111,10.625
112,0.871094
113,9.34766
114,2.89258
115,0.966797
116,1.01562
117,8.01562
118,2.22656
119,1.34375
120,0.335938
121,1.80078
122,3.56445
123,2.4043
124,2.18555
125,0.734375
126,2.70117
127,2.30273
128,0.751953
