0,0.0018084
1,0.00179301
2,16.9468
3,3997.18
4,7.06061
5,6.25205
6,0.00179282
7,0.00212319
8,0.00230116
9,0
10,0.0186896
11,0.00288037
12,0.00254798
13,0.00234108
14,0
15,0.000857688
16,0.000135269
17,0.000445788
18,0
19,0.00019107
20,1.36281
21,1.23643
22,5.29301
23,8.10497
24,12.1433
25,19.5123
26,32.3364
27,232.048
28,207.128
29,1139.34
30,3086.53
31,1775.67
32,723.887
33,49.1673
34,81.8401
35,137.162
36,346.266
37,825.167
38,3000.78
39,1997.34
40,13.4705
41,21.4269
42,28.8227
43,41.5085
44,25.2057
45,13.0394
46,0.00118996
47,0.00235833
48,0.00254334
49,0.00298359
50,0.000113982
51,0
52,1.11073e-05
53,0.0149701
54,0.0587914
55,0.0466646
56,1.92775
57,0.00222721
58,0.00198392
59,0.00153862
60,0.000927172
61,0.00079392
62,0.139928
63,0.138268
64,0.113305
65,0.054507
66,0
67,0.121546
68,0.19759
69,0.167924
70,0.0504
71,1.66924
72,1.82253
73,1.58717
74,1.01157
75,2.50324
76,1.89214
77,1.25914
78,1.63003
79,2.24124
80,2.93322
81,533.426
82,1393.79
83,916.57
84,334.594
85,35.1983
86,16.3243
87,28.6803
88,1857.55
89,3302.3
90,144.918
91,639.76
92,142.533
