0,-0.0175781
1,-0.0488281
2,1.3125
3,14.9375
4,167.812
5,423.594
6,698.375
7,987.375
8,1242.66
9,1407.78
10,1419.12
11,1278.78
12,1020.72
13,-66.7188
14,-29.8438
15,26.2188
16,0
17,-0.0644531
18,0.0253906
19,0.164062
20,-88.5156
21,-0.0371094
22,-0.103516
23,0.318359
24,22.6094
25,8.76562
26,-0.125
27,-4.25781
28,-5.74219
29,-5.23438
30,65.7812
31,1.60938
32,-474.75
33,5.625
34,-104.281
35,-180.906
36,-155.875
37,3.0625
38,457.125
39,331.562
40,414.875
41,699
42,1233.19
43,2011.06
44,-1708.97
45,-183.25
46,-105.656
47,32.75
48,223.781
49,449.469
50,-213.125
51,1.08594
52,0.326172
53,0.00390625
54,-0.0253906
55,-0.0429688
56,-9.04688
57,-0.882812
58,-261.922
59,-123.797
60,0.15625
61,-874.938
62,-0.0820312
63,0.0644531
64,0.498047
65,1.56445
66,4.01953
67,-25.6406
68,-25.4531
69,-28.0859
70,4.72656
71,22.2266
72,8.75
73,0.0546875
74,-2.71094
75,-77.8594
76,238.031
77,195.797
78,113.047
79,1.51562
80,173.031
81,3.0625
82,864.219
83,1671.56
84,590.656
85,53.375
86,726.938
87,-23.9375
88,11.8125
