0,-0.0544434
1,0.00756836
2,1.51562
3,-0.824219
4,455.859
5,219.117
6,0.129883
7,-0.0529785
8,0.00708008
9,4.44824
10,-90.6406
11,-0.0495605
12,0.0134277
13,0.271729
14,14.7617
15,5.55469
16,-0.148438
17,-2.77734
18,-3.43555
19,-3.03125
20,35.9219
21,0.546875
22,-339.578
23,0.714844
24,-21.3711
25,-37.5977
26,-34.3711
27,-8.04688
28,57.9062
29,51.3047
30,926.383
31,-186.172
32,1.24658
33,0.358643
34,-0.00952148
35,0.00415039
36,-0.0395508
37,-9.12842
38,3.22363
39,-279.73
40,-128.508
41,0.0703125
42,-1030.39
43,-0.0270996
44,0.0390625
45,0.680664
46,1.58594
47,5.23877
48,-11.0215
49,-11.541
50,-13.5186
51,4.63281
52,20.9199
53,4.99609
54,0.152344
55,-1.44922
56,-76.6719
57,124.508
58,99.7422
59,57.2539
60,-0.140625
61,57.2539
62,0.789062
63,-166.125
64,15.9688
65,16.1094
66,92.8594
67,175.094
68,750.695
