0,14.6945
1,12.1293
2,9.3734
3,6.99258
4,4.99657
5,3.71071
6,0.0244865
7,0.0247196
8,2.27739
9,1.89614
10,1.4676
11,1.14501
12,0.931185
13,0.373783
14,0.320215
15,0.293926
16,0.43359
17,0.435871
18,0.299158
19,0.296668
20,0.28899
21,0.279041
22,0.26718
23,0.259715
24,0.0198149
25,0.0227941
26,0.0232993
27,2.1717
28,5.77327
29,10.4265
30,13.4553
31,39.3367
32,22.388
33,9.81919
34,3.40728
35,0.861527
36,0.691842
37,0.0300381
38,0.0282721
39,0.0286972
40,15.422
41,13.4459
42,4.62137
43,4.1501
44,3.58698
45,0.0148505
46,0.981129
47,0.810146
48,0.575297
49,0.433582
50,0.248032
51,0.996288
52,0.45244
53,0.458413
54,0.478142
55,0.803616
56,0.474577
57,0.300647
58,0.31384
59,0.324304
60,0.338491
61,0.361665
62,0.392573
63,0.426394
64,0.515604
65,0.514347
66,0.448274
67,0.414108
68,0.378656
69,0.35881
70,0.357223
71,0.343823
72,0.322467
73,0.296693
74,0.267672
75,0.235619
76,0.209682
77,0.201205
78,0.23997
79,0.271164
80,0.292939
81,0.218838
82,0.013999
83,0.0278533
84,0.0275775
85,0.0298925
86,0.00755278
87,0
88,7.52463
89,17.7825
90,44.0137
91,133.924
92,176.585
93,207.153
94,42.6141
95,7.54483
96,7.05213
97,47.849
98,2.1589
99,2.2078
100,2.61707
101,0.0227457
102,0.0215959
103,0.0172612
104,0.0117038
105,0.0150812
106,0.853076
107,0.831319
108,0.617739
109,352.573
110,72.0037
111,21.5894
112,2.42179
113,0.051954
114,0.0782746
115,0.137261
116,1.15903
117,0.614737
118,0.641842
119,0.878543
120,0.862487
121,0.667479
122,0.389745
123,0.377244
124,0.441054
125,0.641741
126,0.476155
127,0.242333
128,0.251831
129,0.411756
130,0.481148
131,0.336967
132,0.412844
133,0.420422
134,0.273946
135,0.319563
136,0.271012
137,0.25819
