1,6.584,1.44347,0
2,11.123,13.8144,20
3,11.831,36.5175,20
4,13.389,59.7047,20
5,16.001,79.9856,20
6,16.164,94.6624,20
7,18.752,120.768,20
8,19.288,138.213,20
9,19.57,154.23,20
10,48.527,165.101,20
11,48.66,174.918,20
12,48.684,188.747,20
13,48.854,204.33,20
14,49.486,223.35,20
15,49.497,234.5,20
16,49.825,245.045,20
17,51.247,270.933,20
18,51.243,289.949,20
19,54.537,308.918,20
20,55.106,315.254,20
21,55.205,331.703,20
22,56.546,341.459,20
23,56.465,362.104,20
24,69.676,393.945,20
25,73.355,406.629,20
26,73.383,422.522,20
27,73.956,447.258,20
28,74.651,459.121,20
29,74.721,474.265,20
30,74.891,521.13,20
31,74.92,531.785,20
32,74.937,538.401,20
33,74.937,542.817,20
34,74.941,547.114,20
35,74.951,551.75,20
36,83.304,564.298,20
37,83.853,577.823,20
38,83.954,594.397,20
39,83.957,605.307,20
40,84.227,647.398,20
41,84.205,687.057,20
42,84.209,696.626,20
43,84.225,709.529,20
44,84.239,715.388,20
45,84.235,729.549,20
46,84.237,741.281,20
47,84.212,755.459,20
48,84.216,765.118,20
49,84.214,779.792,20
50,84.235,788.784,20
51,84.234,795.763,20
52,84.237,801.622,20
53,84.235,805.778,20
54,84.228,820.138,20
55,84.249,834.034,20
56,84.251,839.847,20
57,84.373,849.444,20
58,84.371,861.695,20
59,84.374,872.041,20
60,84.37,890.537,20
