1,9.652,1.63995,0
2,31.224,14.789,20
3,31.325,30.7412,20
4,38.15,51.2599,20
5,40.137,68.9186,20
6,49.043,83.7658,20
7,49.145,95.022,20
8,49.162,126.655,20
9,49.113,135.839,20
10,49.126,144.12,20
11,49.472,152.832,20
12,50.327,219.805,20
13,50.508,231.274,20
14,50.812,248.882,20
15,53.149,271.851,20
16,54.375,291.368,20
17,54.7,303.452,20
18,55.213,313.462,20
19,55.89,322.677,20
20,56,337.849,20
21,71.266,349.233,20
22,71.573,355.894,20
23,71.796,364.453,20
24,71.84,373.763,20
25,71.92,380.031,20
26,71.923,387.405,20
27,71.929,395.383,20
28,73.637,407.275,20
29,73.707,415.653,20
30,73.719,426.141,20
31,74.049,436.105,20
32,74.177,448.973,20
33,74.189,467.933,20
34,74.182,484.675,20
35,74.19,490.716,20
36,74.22,507.233,20
37,74.247,523.501,20
38,74.26,533.446,20
39,74.278,546.292,20
40,74.28,565.288,20
41,74.293,590.864,20
42,74.287,596.505,20
43,74.281,600.357,20
44,74.273,604.41,20
45,74.277,608.487,20
46,74.236,625.643,20
47,74.276,653.657,20
48,74.264,666.595,20
49,74.266,678.752,20
50,74.269,693.907,20
51,74.231,713.131,20
52,74.236,732.377,20
53,74.236,736.631,20
54,74.241,740.645,20
55,74.244,744.53,20
56,74.248,748.387,20
57,74.252,752.451,20
58,74.255,756.246,20
59,74.259,759.994,20
60,74.262,764.05,20
