1,69.672,40.0947,28
2,70.72,51.7461,24
3,75.074,110.732,26
4,77.55,122.144,25
5,77.877,128.544,25
6,78.123,139.643,29
7,78.166,179.727,27
8,88.193,194.213,24
9,95.492,210.466,23
10,95.7,230.367,23
11,97.077,246.453,23
12,97.495,259.439,25
13,97.462,277.062,23
14,97.594,291.745,22
15,97.838,308.043,23
16,103.539,324.362,22
17,103.664,380.003,18
18,103.696,392.435,18
19,106.547,407.774,17
20,106.618,421.703,20
21,107.156,439.154,20
22,108.777,452.54,19
23,109.126,462.673,19
24,109.31,530.287,17
25,110.442,613.439,16
26,111.638,629.816,19
27,112.559,642.214,16
28,112.938,652.734,15
29,112.932,662.113,14
30,122.008,678.162,15
31,124.851,688.877,12
32,125.366,710.575,15
33,125.74,728.193,14
34,125.822,744.38,14
35,125.888,755.751,13
36,126.022,766.574,13
37,125.999,771.321,13
38,126.153,782.938,13
39,134.905,803.34,12
40,137.599,870.157,13
41,137.763,949.888,12
42,138.041,960.739,14
43,138.407,969.794,13
44,139.702,1031.39,10
45,140.192,1121.68,9
