1,52.334,64.5046,34
2,56.356,75.9249,22
3,56.983,90.1637,21
4,57.317,185.826,25
5,62.858,220.749,25
6,62.971,232.058,25
7,66.699,252.6,26
8,67.022,280.52,28
9,72.724,304.031,20
10,78.097,322.258,22
11,80.103,338.877,21
12,81.102,412.051,25
13,81.721,433.584,24
14,81.99,513.928,23
15,84.336,537.252,20
16,89.651,639.842,24
17,89.689,749.291,24
18,90.645,816.138,27
19,90.73,854.83,30
20,90.722,898.853,29
21,94.7,963.942,25
22,95.238,979.721,22
23,101.397,1000.66,16
24,101.602,1015.99,9
25,101.69,1025.33,7
26,104.091,1061.06,6
27,113.59,1075.57,6
28,113.758,1193.89,16
29,114.182,1231.99,12
30,115.235,1241.79,11
31,115.235,1320.39,8
32,115.326,1397.8,6
33,115.323,1453.55,5
34,115.323,1533.25,4
35,116.74,1587.66,5
36,116.977,1627.8,5
37,117.132,1707.05,4
